distance,confidence,lat,lon
13212,100,33.7247116,-118.2750511
13000,100,33.7247124,-118.27505
13107,100,33.7247131,-118.2750494
13263,100,33.7247138,-118.2750488
12998,100,33.7247143,-118.2750479
13130,95,33.7247152,-118.2750471
13220,95,33.7247159,-118.2750459
13120,100,33.7247167,-118.2750451
13042,100,33.7247172,-118.2750445
13135,100,33.7247178,-118.2750439
13113,100,33.7247186,-118.2750431
13093,100,33.7247193,-118.2750425
13144,100,33.72472,-118.2750415
13125,100,33.7247206,-118.2750408
13202,100,33.7247208,-118.2750396
13162,100,33.7247215,-118.2750383
13147,100,33.7247228,-118.2750374
13077,100,33.7247247,-118.2750362
13186,100,33.7247264,-118.2750353
13207,100,33.7247278,-118.2750336
13206,100,33.7247292,-118.2750324
13150,95,33.7247292,-118.2750324
13245,95,33.7247292,-118.2750324
13290,100,33.7247292,-118.2750324
13286,100,33.7247292,-118.2750324
13206,100,33.7247292,-118.2750324
13281,100,33.7247292,-118.2750324
13336,100,33.7247292,-118.2750324
13312,100,33.7247292,-118.2750324
13440,100,33.7247292,-118.2750324
13297,100,33.7247292,-118.2750324
13271,100,33.7247292,-118.2750324
13261,100,33.7247292,-118.2750324
13467,100,33.7247292,-118.2750324
13301,100,33.7247292,-118.2750324
13309,100,33.7247292,-118.2750324
13336,100,33.7247292,-118.2750324
13356,100,33.7247292,-118.2750324
13338,100,33.7247292,-118.2750324
13369,100,33.7247292,-118.2750324
13413,100,33.7247292,-118.2750324
13459,100,33.7247292,-118.2750324
13478,100,33.7247292,-118.2750324
13449,100,33.7247292,-118.2750324
13460,100,33.7247292,-118.2750324
13362,100,33.7247292,-118.2750324
13469,100,33.7247292,-118.2750324
13400,100,33.7247292,-118.2750324
13366,100,33.7247292,-118.2750324
13460,100,33.7247292,-118.2750324
13287,100,33.7247292,-118.2750324
13522,100,33.7247292,-118.2750324
13332,100,33.7247292,-118.2750324
13372,100,33.7247292,-118.2750324
13325,100,33.7247292,-118.2750324
13291,100,33.7247292,-118.2750324
13372,100,33.7247292,-118.2750324
13168,100,33.7247292,-118.2750324
13322,100,33.7247292,-118.2750324
13105,100,33.7247292,-118.2750324
